10708.900000 0.002170
10710.100000 0.009775
10711.200000 0.017881
10712.400000 0.025797
10713.500000 0.033784
10714.700000 0.041890
10715.800000 0.048089
10717.000000 0.052595
10718.100000 0.058174
10719.300000 0.067401
10720.400000 0.081825
10721.600000 0.100590
10722.700000 0.120570
10723.900000 0.141100
10725.000000 0.164290
10726.200000 0.190970
10727.300000 0.221320
10728.500000 0.254030
10729.600000 0.286770
10730.800000 0.321270
10731.900000 0.360160
10733.100000 0.400140
10734.200000 0.435900
10735.400000 0.465730
10736.500000 0.488920
10737.700000 0.508980
10738.800000 0.528410
10740.000000 0.542000
10741.100000 0.545790
10742.300000 0.546260
10743.400000 0.548620
10744.600000 0.555710
10745.800000 0.565270
10746.900000 0.567960
10748.100000 0.560400
10749.200000 0.550720
10750.400000 0.544950
10751.500000 0.544760
10752.700000 0.548150
10753.800000 0.548770
10755.000000 0.546290
10756.200000 0.546670
10757.300000 0.550960
10758.500000 0.556780
10759.600000 0.562170
10760.800000 0.565100
10761.900000 0.568250
10763.100000 0.575970
10764.300000 0.585010
10765.400000 0.590320
10766.600000 0.592610
10767.700000 0.593880
10768.900000 0.598190
10770.100000 0.607540
10771.200000 0.614170
10772.400000 0.611880
10773.500000 0.604820
10774.700000 0.598600
10775.900000 0.597720
10777.000000 0.603200
10778.200000 0.608610
10779.300000 0.610450
10780.500000 0.612830
10781.700000 0.616690
10782.800000 0.619550
10784.000000 0.618360
10785.200000 0.609370
10786.300000 0.595260
10787.500000 0.584410
10788.700000 0.578050
10789.800000 0.572180
10791.000000 0.565360
10792.100000 0.557640
10793.300000 0.553110
10794.500000 0.557070
10795.600000 0.564550
10796.800000 0.568200
10798.000000 0.567840
10799.100000 0.565790
10800.300000 0.567720
10801.500000 0.576780
10802.600000 0.583930
10803.800000 0.581190
10805.000000 0.570770
10806.100000 0.558070
10807.300000 0.550410
10808.500000 0.551220
10809.600000 0.554080
10810.800000 0.554850
10812.000000 0.555990
10813.100000 0.558500
10814.300000 0.562450
10815.500000 0.565000
10816.700000 0.560330
10817.800000 0.550130
10819.000000 0.542160
10820.200000 0.540780
10821.300000 0.546530
10822.500000 0.555800
10823.700000 0.562480
10824.900000 0.566740
10826.000000 0.571990
10827.200000 0.577570
10828.400000 0.581840
10829.500000 0.582960
10830.700000 0.579710
10831.900000 0.574990
10833.100000 0.571970
10834.200000 0.569960
10835.400000 0.567980
10836.600000 0.567720
10837.800000 0.569460
10838.900000 0.572200
10840.100000 0.573730
10841.300000 0.570030
10842.500000 0.560880
10843.600000 0.551530
10844.800000 0.544860
10846.000000 0.539830
10847.200000 0.534390
10848.300000 0.525710
10849.500000 0.514480
10850.700000 0.504950
10851.900000 0.497510
10853.000000 0.489590
10854.200000 0.479910
10855.400000 0.467850
10856.600000 0.454900
10857.800000 0.443670
10858.900000 0.433090
10860.100000 0.421210
10861.300000 0.409600
10862.500000 0.400260
10863.700000 0.393680
10864.800000 0.389670
10866.000000 0.385000
10867.200000 0.378060
10868.400000 0.372340
10869.600000 0.370980
10870.700000 0.373510
10871.900000 0.378160
10873.100000 0.380730
10874.300000 0.380350
10875.500000 0.381230
10876.700000 0.385930
10877.800000 0.393770
10879.000000 0.403050
10880.200000 0.410560
10881.400000 0.416990
10882.600000 0.426200
10883.800000 0.438020
10884.900000 0.448610
10886.100000 0.454830
10887.300000 0.453160
10888.500000 0.443890
10889.700000 0.428630
10890.900000 0.405410
10892.100000 0.371690
10893.200000 0.331090
10894.400000 0.288370
10895.600000 0.248170
10896.800000 0.213410
10898.000000 0.183610
10899.200000 0.157190
10900.400000 0.135400
10901.600000 0.118520
10902.700000 0.103450
10903.900000 0.088525
10905.100000 0.073195
10906.300000 0.058746
10907.500000 0.047731
10908.700000 0.040436
10909.900000 0.033689
10911.100000 0.025868
10912.300000 0.017118
10913.500000 0.009584
10914.600000 0.006509
10915.800000 0.008130
10917.000000 0.011826
10918.200000 0.014853
10919.400000 0.014973
10920.600000 0.012040
10921.800000 0.007749
