13297.940000 0.000419
13299.020000 0.000446
13300.100000 0.000472
13301.180000 0.000499
13302.260000 0.000525
13303.340000 0.000552
13304.420000 0.000558
13305.500000 0.000555
13306.580000 0.000553
13307.660000 0.000550
13308.740000 0.000548
13309.820000 0.000545
13310.890000 0.000543
13311.970000 0.000541
13313.050000 0.000538
13314.130000 0.000539
13315.210000 0.000542
13316.290000 0.000546
13317.370000 0.000549
13318.460000 0.000553
13319.540000 0.000557
13320.620000 0.000560
13321.700000 0.000564
13322.780000 0.000568
13323.860000 0.000575
13324.940000 0.000597
13326.020000 0.000619
13327.100000 0.000640
13328.180000 0.000662
13329.260000 0.000684
13330.340000 0.000706
13331.430000 0.000728
13332.510000 0.000750
13333.590000 0.000771
13334.670000 0.000793
13335.750000 0.000815
13336.830000 0.000837
13337.920000 0.000859
13339.000000 0.000881
13340.080000 0.000902
13341.160000 0.000924
13342.250000 0.000946
13343.330000 0.000968
13344.410000 0.000990
13345.490000 0.001012
13346.580000 0.001033
13347.660000 0.001055
13348.740000 0.001077
13349.820000 0.001099
13350.910000 0.001121
13351.990000 0.001143
13353.070000 0.001164
13354.160000 0.001200
13355.240000 0.001253
13356.320000 0.001305
13357.410000 0.001357
13358.490000 0.001409
13359.570000 0.001461
13360.660000 0.001513
13361.740000 0.001566
13362.830000 0.001618
13363.910000 0.001676
13364.990000 0.001752
13366.080000 0.001829
13367.160000 0.001905
13368.250000 0.001982
13369.330000 0.002059
13370.420000 0.002135
13371.500000 0.002212
13372.580000 0.002288
13373.670000 0.002365
13374.750000 0.002448
13375.840000 0.002530
13376.920000 0.002613
13378.010000 0.002696
13379.090000 0.002778
13380.180000 0.002861
13381.270000 0.002944
13382.350000 0.003027
13383.440000 0.003110
13384.520000 0.003222
13385.610000 0.003342
13386.690000 0.003461
13387.780000 0.003581
13388.870000 0.003700
13389.950000 0.003820
13391.040000 0.003939
13392.120000 0.004058
13393.210000 0.004178
13394.300000 0.004322
13395.380000 0.004484
13396.470000 0.004646
13397.560000 0.004808
13398.640000 0.004970
13399.730000 0.005132
13400.820000 0.005293
13401.910000 0.005455
13402.990000 0.005617
13404.080000 0.005800
13405.170000 0.006018
13406.250000 0.006236
13407.340000 0.006454
13408.430000 0.006672
13409.520000 0.006890
13410.610000 0.007108
13411.690000 0.007326
13412.780000 0.007544
13413.870000 0.007785
13414.960000 0.008125
13416.050000 0.008465
13417.130000 0.008805
13418.220000 0.009145
13419.310000 0.009484
13420.400000 0.009825
13421.490000 0.010165
13422.580000 0.010505
13423.670000 0.010845
13424.750000 0.011305
13425.840000 0.011767
13426.930000 0.012228
13428.020000 0.012690
13429.110000 0.013151
13430.200000 0.013613
13431.290000 0.014074
13432.380000 0.014535
13433.470000 0.014997
13434.560000 0.015657
13435.650000 0.016362
13436.740000 0.017068
13437.830000 0.017773
13438.920000 0.018479
13440.010000 0.019184
13441.100000 0.019891
13442.190000 0.020598
13443.280000 0.021306
13444.370000 0.022232
13445.460000 0.023281
13446.550000 0.024331
13447.640000 0.025381
13448.730000 0.026432
13449.830000 0.027482
13450.920000 0.028531
13452.010000 0.029579
13453.100000 0.030626
13454.190000 0.031874
13455.280000 0.033347
13456.370000 0.034819
13457.460000 0.036292
13458.560000 0.037765
13459.650000 0.039238
13460.740000 0.040710
13461.830000 0.042183
13462.920000 0.043655
13464.020000 0.045394
13465.110000 0.047728
13466.200000 0.050063
13467.290000 0.052397
13468.390000 0.054732
13469.480000 0.057067
13470.570000 0.059402
13471.660000 0.061737
13472.760000 0.064072
13473.850000 0.066558
13474.940000 0.069887
13476.040000 0.073219
13477.130000 0.076548
13478.220000 0.079879
13479.320000 0.083207
13480.410000 0.086537
13481.500000 0.089868
13482.600000 0.093198
13483.690000 0.096533
13484.780000 0.101079
13485.880000 0.105625
13486.970000 0.110170
13488.070000 0.114719
13489.160000 0.119264
13490.250000 0.123812
13491.350000 0.128356
13492.440000 0.132903
13493.540000 0.137450
13494.630000 0.143389
13495.730000 0.149551
13496.820000 0.155712
13497.920000 0.161873
13499.010000 0.168033
13500.110000 0.174199
13501.200000 0.180372
13502.300000 0.186551
13503.390000 0.192724
13504.490000 0.199900
13505.580000 0.207453
13506.680000 0.215005
13507.780000 0.222558
13508.870000 0.230112
13509.970000 0.237666
13511.060000 0.245199
13512.160000 0.252730
13513.250000 0.260268
13514.350000 0.268097
13515.450000 0.276135
13516.540000 0.284171
13517.640000 0.292206
13518.740000 0.300240
13519.830000 0.308273
13520.930000 0.316305
13522.030000 0.324336
13523.120000 0.332367
13524.220000 0.340021
13525.320000 0.347272
13526.420000 0.354515
13527.510000 0.361764
13528.610000 0.369011
13529.710000 0.376258
13530.800000 0.383498
13531.900000 0.390743
13533.000000 0.397993
13534.100000 0.404616
13535.200000 0.410149
13536.290000 0.415682
